,sch_id,diploma_desc,grad_desc,independent_desc,location,province,sch_competent_desc,sch_create_time,sch_english_name,sch_logo,sch_name,sch_run_type,sch_run_type_desc,sch_tags,sch_type_desc,sch_type_tag_desc
1589,52ac2e99747aec013fcf4eb2,专科,,,云南昆明市,云南,云南省教育厅,2009,Yunnan College of Foreign Affairs Foreign Language,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eb2.jpg,云南外事外语职业学院,2,民办高校,"['民办高校', '专科', '语言']",语言,
1590,52ac2e99747aec013fcf4eb4,专科,,,浙江温州市,浙江,浙江省教育厅,1950,Wenzhou Vocational College of Science and Technology,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eb4.jpg,温州科技职业学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1591,52ac2e99747aec013fcf4eb5,本科,,独立学院,河北石家庄市,河北,河北省教育厅,2001,College of Economics Management Heibei University of Economics B,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eb5.jpg,河北经贸大学经济管理学院,2,民办高校,"['民办高校', '本科', '财经', '独立学院']",财经,
1592,52ac2e99747aec013fcf4eb7,专科,,,河北邯郸市,河北,河北省教育厅,1983,Handan Polytechnic College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eb7.jpg,邯郸职业技术学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1593,52ac2e99747aec013fcf4eb8,专科,,,黑龙江哈尔滨市,黑龙江,黑龙江省教育厅,2001,Heilongjiang Nongken Vocational College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eb8.jpg,黑龙江农垦职业学院,1,公立大学,"['公立大学', '专科', '农业']",农业,
1594,52ac2e99747aec013fcf4ebb,专科,,,甘肃兰州市,甘肃,甘肃省教育厅,1904,LanZhou Vocactional Techntcil College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ebb.jpg,兰州职业技术学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1595,52ac2e99747aec013fcf4ebc,专科,,,重庆市,重庆,重庆市教育委员会,2011,Chongqing Vocational Insitute of Safety Technology,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ebc.jpg,重庆安全技术职业学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1596,52ac2e99747aec013fcf4ebd,本科,,独立学院,江苏南京市,江苏,江苏省教育厅,2004,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ebd.jpg,中国传媒大学南广学院,2,民办高校,"['民办高校', '本科', '艺术', '独立学院']",艺术,
1597,52ac2e99747aec013fcf4ebe,专科,,,山西太原市,山西,山西省教育厅,1952,Shanxi Vocational and Technical College of Cocal,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ebe.jpg,山西煤炭职业技术学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1598,52ac2e99747aec013fcf4ec1,本科,,独立学院,广西南宁市,广西,广西壮族自治区教育厅,2002,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ec1.jpg,广西大学行健文理学院,2,民办高校,"['民办高校', '本科', '综合', '独立学院']",综合,
1599,52ac2e99747aec013fcf4ec2,专科,,,湖南长沙市,湖南,湖南省教育厅,2005,Hunan Trinity Industrial Technology College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ec2.jpg,湖南三一工业职业技术学院,2,民办高校,"['民办高校', '专科', '工科']",工科,
1600,52ac2e99747aec013fcf4ec4,专科,,,江西南昌市,江西,江西省教育厅,1979,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ec4.jpg,江西工程职业学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1601,52ac2e99747aec013fcf4ec5,专科,,,山西晋城市,山西,山西省教育厅,2001,Jincheng Institute of Technolgy,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ec5.jpg,晋城职业技术学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1602,52ac2e99747aec013fcf4ec6,本科,,独立学院,山东济南市,山东,山东省教育厅,2005,Yanshan College of Shandong University of Finance and Economics,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ec6.jpg,山东财经大学燕山学院,2,民办高校,"['民办高校', '本科', '综合', '独立学院']",综合,
1603,52ac2e99747aec013fcf4ec7,专科,,,福建泉州市,福建,福建省教育厅,1984,Fujian Electric Power Technical College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ec7.jpg,福建电力职业技术学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1604,52ac2e99747aec013fcf4ec8,本科,研究生点,,四川泸州市,四川,四川省教育厅,1950,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ec8.jpg,四川警察学院,1,公立大学,"['公立大学', '本科', '政法', '研究生点']",政法,
1605,52ac2e99747aec013fcf4eca,专科,,,江西南昌市,江西,江西省教育厅,2002,Jiangxi Justice Police Vocational College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eca.jpg,江西司法警官职业学院,1,公立大学,"['公立大学', '专科', '政法']",政法,
1606,52ac2e99747aec013fcf4ecb,专科,,,黑龙江哈尔滨市,黑龙江,黑龙江省教育厅,1959,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ecb.jpg,黑龙江交通职业技术学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1607,52ac2e99747aec013fcf4ecc,专科,,,广东湛江市,广东,广东省教育厅,1989,Guangdong Institute of Arts and Sciences,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ecc.jpg,广东文理职业学院,2,民办高校,"['民办高校', '专科', '综合']",综合,
1608,52ac2e99747aec013fcf4ed0,专科,,,湖北武汉市,湖北,湖北省教育厅,1956,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed0.jpg,武汉铁路职业技术学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1609,52ac2e99747aec013fcf4ed1,专科,,,甘肃酒泉市,甘肃,甘肃省教育厅,1983,Jiuquan Vocationl and Technical College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed1.jpg,酒泉职业技术学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1610,52ac2e99747aec013fcf4ed2,专科,,,重庆市,重庆,重庆市教育委员会,1971,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed2.jpg,重庆机电职业技术大学,2,民办高校,"['民办高校', '专科', '工科']",工科,
1611,52ac2e99747aec013fcf4ed3,专科,,,陕西延安市,陕西,陕西省教育厅,2005,Yan 'an Vocational and Technical College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed3.jpg,延安职业技术学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1612,52ac2e99747aec013fcf4ed4,专科,,,河南郑州市,河南,河南省教育厅,1985,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed4.jpg,郑州财税金融职业学院,1,公立大学,"['公立大学', '专科', '财经']",财经,
1613,52ac2e99747aec013fcf4ed5,本科,,,浙江宁波市,浙江,浙江省教育厅,2004,The University Of Nottingham Ningbo China,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed5.jpg,宁波诺丁汉大学,2,民办高校,"['民办高校', '本科', '综合']",综合,
1614,52ac2e99747aec013fcf4ed6,本科,,独立学院,江苏南京市,江苏,江苏省教育厅,1998,NANJING TECH UNIVERSITY PUJIANG INSTITUTE,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed6.jpg,南京工业大学浦江学院,2,民办高校,"['民办高校', '本科', '综合', '独立学院']",综合,
1615,52ac2e99747aec013fcf4ed9,专科,,,北京市,北京,北京市教育委员会,1984,Beijing Vocatioal College of Labour and Social security,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ed9.jpg,北京劳动保障职业学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1616,52ac2e99747aec013fcf4eda,专科,,,安徽合肥市,安徽,安徽省教育厅,1951,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eda.jpg,合肥职业技术学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1617,52ac2e99747aec013fcf4edb,专科,,,河南郑州市,河南,河南省教育厅,1951,HenanInformation and Statistic Vocational College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4edb.jpg,河南信息统计职业学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1618,52ac2e99747aec013fcf4edc,专科,,,福建漳州市,福建,福建省教育厅,1905,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4edc.jpg,漳州城市职业学院,1,公立大学,"['公立大学', '专科', '师范']",师范,
1619,52ac2e99747aec013fcf4ede,本科,,独立学院,山西太原市,山西,山西省教育厅,2002,Jinci College of Shanxi Medical University,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ede.jpg,山西医科大学晋祠学院,2,民办高校,"['民办高校', '本科', '医药', '独立学院']",医药,
1620,52ac2e99747aec013fcf4edf,专科,,,江苏南京市,江苏,江苏省教育厅,1998,zhongshang Vocational college,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4edf.jpg,钟山职业技术学院,2,民办高校,"['民办高校', '专科', '工科']",工科,
1621,52ac2e99747aec013fcf4ee0,专科,,,云南昆明市,云南,云南省教育厅,1993,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ee0.jpg,云南新兴职业学院,2,民办高校,"['民办高校', '专科', '综合']",综合,
1622,52ac2e99747aec013fcf4ee1,专科,,,福建宁德市,福建,福建省教育厅,1934,Ningde Vocational and Technical College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ee1.jpg,宁德职业技术学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1623,52ac2e99747aec013fcf4ee3,专科,,,江苏连云港市,江苏,江苏省教育厅,1914,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ee3.jpg,连云港师范高等专科学校,1,公立大学,"['公立大学', '专科', '师范']",师范,
1624,52ac2e99747aec013fcf4ee4,专科,,,河南安阳市,河南,河南省教育厅,2009,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ee4.jpg,安阳职业技术学院,1,公立大学,"['公立大学', '专科', '综合']",综合,
1625,52ac2e99747aec013fcf4ee5,专科,,,浙江台州市,浙江,浙江省教育厅,1997,,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ee5.jpg,浙江汽车职业技术学院,2,民办高校,"['民办高校', '专科', '工科']",工科,
1626,52ac2e99747aec013fcf4ee6,专科,,,江西景德镇市,江西,江西省教育厅,1958,Jiangxi Taoci Gongyi Meishu Zhiye Jishu Xueyuan,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ee6.jpg,江西陶瓷工艺美术职业技术学院,1,公立大学,"['公立大学', '专科', '艺术']",艺术,
1627,52ac2e99747aec013fcf4ee8,专科,,,云南昆明市,云南,云南省教育厅,2001,Yunnan Jiaotong College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4ee8.jpg,云南交通职业技术学院,1,公立大学,"['公立大学', '专科', '工科']",工科,
1628,52ac2e99747aec013fcf4eeb,专科,,,福建福州市,福建,福建省教育厅,1908,Fujian Hwa Nan Women’s Vocational College,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eeb.jpg,福建华南女子职业学院,2,民办高校,"['民办高校', '专科', '综合']",综合,
1629,52ac2e99747aec013fcf4eec,本科,,,河南郑州市,河南,河南省教育厅,1988,Zhengzhou Institute Of Science And Technology,https://storage-oss.ipin.com/school-icon/52ac2e99747aec013fcf4eec.jpg,郑州科技学院,2,民办高校,"['民办高校', '本科', '工科']",工科,
